,_id,Thành phố,Diện tích,Đường trước nhà,Mặt tiền,Số tầng,Số toilet,Số phòng ngủ,Loại,Hướng,Mức giá
0,67483abea2187cd9d8089599,hà nội,48.0,3.0,5.0,4.0,3.0,3.0,N,,5.7
1,67483abea2187cd9d808959a,hà nội,55.0,3.0,5.0,4.0,3.0,3.0,N,,6.6
2,67483abea2187cd9d808959b,hà nội,44.0,3.0,4.0,4.0,3.0,3.0,N,,5.7
3,67483abea2187cd9d808959c,hà nội,55.0,,,,,,N,,6.2
4,67483abea2187cd9d808959d,hà nội,56.0,3.0,4.0,4.0,3.0,3.0,N,,6.2
5,67483abea2187cd9d808959e,hà nội,54.0,3.0,4.0,3.0,2.0,3.0,N,,6.3
6,67483abea2187cd9d808959f,hà nội,51.0,3.0,5.0,4.0,3.0,3.0,N,,6.1
7,67483abea2187cd9d80895a0,long an,32.0,,5.0,1.0,2.0,2.0,N,,21.92
8,67483abea2187cd9d80895a1,lâm đồng,299.0,3.0,5.0,1.0,2.0,2.0,N,Đ,2.0
9,67483abea2187cd9d80895a2,lâm đồng,99.0,4.0,6.0,1.0,2.0,2.0,N,B,1.6
10,67483abea2187cd9d80895a3,hồ chí minh,37.0,,,,,,N,,3.19
11,67483abea2187cd9d80895a4,hồ chí minh,60.0,4.0,,1.0,1.0,1.0,N,,6.5
12,67483abea2187cd9d80895a5,hà nội,151.0,,,,,,N,,30.2
13,67483abea2187cd9d80895a6,hà nội,64.0,,,,,,N,,3.5
14,67483abea2187cd9d80895a7,long an,683.0,,27.0,,2.0,3.0,N,,7.0
15,67483abea2187cd9d80895a8,hồ chí minh,39.0,,3.0,,1.0,2.0,N,,2.9
16,67483abea2187cd9d80895a9,long an,4180.0,,,,2.0,4.0,N,,8.0
17,67483abea2187cd9d80895aa,hà nội,36.0,5.0,5.0,5.0,4.0,3.0,N,,6.75
18,67483abea2187cd9d80895ab,hồ chí minh,84.0,,,,,,N,,27.8
19,67483abea2187cd9d80895ac,hồ chí minh,79.0,,,,,,N,,12.6
20,67483abea2187cd9d80895ad,hồ chí minh,151.0,12.0,7.0,8.0,,,N,,36.0
21,67483abea2187cd9d80895ae,hồ chí minh,186.0,10.0,9.0,8.0,1.0,1.0,N,,28.0
22,67483abea2187cd9d80895af,hồ chí minh,184.0,,7.0,,,,N,,15.5
23,67483abea2187cd9d80895b0,hồ chí minh,80.0,,4.0,5.0,,10.0,N,,21.0
24,67483abea2187cd9d80895b1,hồ chí minh,90.0,,8.0,3.0,5.0,3.0,N,,12.5
25,67483abea2187cd9d80895b2,hà nội,32.0,6.0,4.0,4.0,3.0,3.0,N,,7.3
26,67483abea2187cd9d80895b3,hà nội,143.0,5.0,12.0,4.0,,4.0,N,,30.0
27,67483abea2187cd9d80895b4,hà nội,60.0,,,3.0,,3.0,N,,3.5
28,67483abea2187cd9d80895b5,hồ chí minh,37.0,10.0,4.0,2.0,2.0,2.0,N,B,4.5
29,67483abea2187cd9d80895b6,hồ chí minh,53.0,5.0,3.0,2.0,2.0,2.0,N,ĐB,4.2
30,67483abea2187cd9d80895b7,hồ chí minh,56.0,8.0,4.0,2.0,2.0,3.0,N,ĐB,4.5
31,67483abea2187cd9d80895b8,hồ chí minh,38.0,10.0,4.0,2.0,2.0,2.0,N,B,4.38
32,67483abea2187cd9d80895b9,hà nội,75.0,,9.0,,,,N,,22.0
33,67483abea2187cd9d80895ba,hà nội,50.0,,7.0,5.0,,,N,,19.0
34,67483abea2187cd9d80895bb,hà nội,39.0,,,,,,N,,13.3
35,67483abea2187cd9d80895bc,hà nội,40.0,,4.0,6.0,,,N,,17.2
36,67483abea2187cd9d80895bd,hà nội,50.0,,4.0,,,,N,,18.7
37,67483abea2187cd9d80895be,hà nội,40.0,,4.0,6.0,,,N,,16.0
38,67483abea2187cd9d80895bf,hồ chí minh,60.0,,6.0,2.0,3.0,4.0,N,,4.3
39,67483abea2187cd9d80895c0,hồ chí minh,30.0,,5.0,2.0,2.0,3.0,N,,3.35
40,67483abea2187cd9d80895c1,hồ chí minh,62.0,,4.0,1.0,2.0,4.0,N,,5.45
41,67483abea2187cd9d80895c2,phú thọ,55.0,,4.0,2.0,2.0,2.0,N,T,5.6
42,67483abea2187cd9d80895c3,long an,120.0,,5.0,,2.0,3.0,N,,1.8
43,67483abea2187cd9d80895c4,hà nội,80.0,,,7.0,8.0,7.0,N,,25.5
44,67483abea2187cd9d80895c5,hà nội,60.0,15.0,4.0,4.0,3.0,4.0,N,,12.8
45,67483abea2187cd9d80895c6,hồ chí minh,75.0,,4.0,1.0,2.0,2.0,N,TB,3.7
46,67483abea2187cd9d80895c7,hà nội,115.0,,,,,,N,,38.0
47,67483abea2187cd9d80895c8,hà nội,50.0,,,6.0,,6.0,N,,15.2
48,67483abea2187cd9d80895c9,hà nội,46.0,5.0,4.0,4.0,3.0,3.0,N,,9.4
49,67483abea2187cd9d80895ca,hà nội,225.0,5.0,6.0,5.0,,6.0,N,,28.8
50,67483abea2187cd9d80895cb,hà nội,94.0,5.0,7.0,8.0,,8.0,N,,48.0
51,67483abea2187cd9d80895cc,hà nội,100.0,4.0,7.0,8.0,,,N,,32.0
52,67483abea2187cd9d80895cd,hà nội,47.0,,,,,,N,,3.45
53,67483abea2187cd9d80895ce,hồ chí minh,60.0,,4.0,4.0,7.0,5.0,N,,7.5
54,67483abea2187cd9d80895cf,hồ chí minh,60.0,,4.0,1.0,2.0,3.0,N,,4.65
55,67483abea2187cd9d80895d0,hồ chí minh,66.0,,4.0,1.0,1.0,2.0,N,ĐB,4.2
56,67483abea2187cd9d80895d1,hà nội,52.0,8.0,6.0,3.0,3.0,4.0,N,,10.55
57,67483abea2187cd9d80895d2,bình dương,228.0,1.0,6.0,4.0,6.0,4.0,N,TN,6.5
58,67483abea2187cd9d80895d3,hồ chí minh,75.0,,,,,,N,,1.7
59,67483abea2187cd9d80895d4,long an,255.0,,6.0,2.0,3.0,3.0,N,B,2.34
60,67483abea2187cd9d80895d5,hồ chí minh,51.0,,3.0,2.0,2.0,3.0,N,ĐB,3.85
61,67483abea2187cd9d80895d6,hồ chí minh,60.0,,,,,,N,,3.75
62,67483abea2187cd9d80895d7,hồ chí minh,41.0,,2.0,2.0,2.0,2.0,N,Đ,4.3
63,67483abea2187cd9d80895d8,hà nội,31.0,,,,,,N,,5.25
64,67483abea2187cd9d80895d9,hà nội,42.0,,,,,,N,,3.25
65,67483abea2187cd9d80895da,đà nẵng,40.0,,,3.0,3.0,3.0,N,T,4.15
66,67483abea2187cd9d80895db,hồ chí minh,230.0,,,2.0,2.0,2.0,N,,2.449999999
67,67483abea2187cd9d80895dc,hà nội,50.0,,,5.0,,6.0,N,,8.1
68,67483abea2187cd9d80895dd,hồ chí minh,50.0,,,2.0,2.0,3.0,N,,2.399999999
69,67483abea2187cd9d80895de,hà nội,91.0,5.0,5.0,4.0,,4.0,N,,26.0
70,67483abea2187cd9d80895df,hồ chí minh,82.0,,7.0,5.0,8.0,6.0,N,,11.8
71,67483abea2187cd9d80895e0,KXĐ,63.0,,,,,,N,,4.65
72,67483abea2187cd9d80895e1,hà nội,62.0,6.0,5.0,5.0,,5.0,N,,22.0
73,67483abea2187cd9d80895e2,KXĐ,36.0,,,,,,N,,1.2
74,67483abea2187cd9d80895e3,hà nội,65.0,,,,,,N,,3.65
75,67483abea2187cd9d80895e4,hồ chí minh,48.0,,,2.0,2.0,2.0,N,,1.8
76,67483abea2187cd9d80895e5,hồ chí minh,72.0,,7.0,2.0,3.0,3.0,N,N,6.6
77,67483abea2187cd9d80895e6,hà nội,50.0,8.0,4.0,4.0,,6.0,N,,20.2
78,67483abea2187cd9d80895e7,hà nội,56.0,8.0,4.0,5.0,4.0,5.0,N,,16.8
79,67483abea2187cd9d80895e8,hà nội,40.0,,4.0,4.0,3.0,3.0,N,,5.0
80,67483abea2187cd9d80895e9,hà nội,42.0,,,,,,N,,2.98
81,67483abea2187cd9d80895ea,hồ chí minh,59.0,3.0,4.0,2.0,3.0,3.0,N,B,4.7
82,67483abea2187cd9d80895eb,hồ chí minh,86.0,4.0,4.0,1.0,2.0,4.0,N,T,3.999
83,67483abea2187cd9d80895ec,hồ chí minh,38.0,6.0,4.0,2.0,2.0,2.0,N,ĐN,3.8
84,67483abea2187cd9d80895ed,hồ chí minh,90.0,6.0,4.0,,,,N,,11.9
85,67483abea2187cd9d80895ee,hồ chí minh,82.0,,,3.0,6.0,6.0,N,TB,8.6
86,67483abea2187cd9d80895ef,hà nội,44.0,3.0,3.0,5.0,,7.0,N,,10.29
87,67483abea2187cd9d80895f0,hà nội,41.0,2.0,4.0,4.0,,4.0,N,,7.59
88,67483abea2187cd9d80895f1,hồ chí minh,62.0,,5.0,3.0,3.0,3.0,N,T,6.99
89,67483abea2187cd9d80895f2,hà nội,134.0,6.0,7.0,9.0,,8.0,N,,62.8
90,67483abea2187cd9d80895f3,hà nội,261.0,6.0,10.0,4.0,4.0,4.0,N,,42.0
91,67483abea2187cd9d80895f4,hà nội,37.0,,3.0,5.0,,6.0,N,,6.4
92,67483abea2187cd9d80895f5,hà nội,127.0,,8.0,8.0,8.0,10.0,N,,26.5
93,67483abea2187cd9d80895f6,hà nội,47.0,,,,,,N,,3.2
94,67483abea2187cd9d80895f7,hà nội,75.0,5.0,4.0,5.0,4.0,5.0,N,,16.0
95,67483abea2187cd9d80895f8,hồ chí minh,115.0,8.0,3.0,,,,N,,13.0
96,67483abea2187cd9d80895f9,hồ chí minh,56.0,,6.0,4.0,3.0,4.0,N,N,5.5
97,67483abea2187cd9d80895fa,hà nội,17.0,,3.0,4.0,3.0,3.0,N,,3.83
98,67483abea2187cd9d80895fb,hà nội,68.0,5.0,5.0,6.0,,,N,,17.95
99,67483abea2187cd9d80895fc,hà nội,50.0,,,3.0,,2.0,N,,5.4
100,67483abea2187cd9d80895fd,hà nội,39.0,6.0,4.0,6.0,5.0,4.0,N,,9.8
101,67483abea2187cd9d80895fe,hồ chí minh,51.0,,7.0,5.0,6.0,6.0,N,T,7.0
102,67483abea2187cd9d80895ff,hồ chí minh,33.0,,8.0,2.0,,2.0,N,,2.0
103,67483abea2187cd9d8089600,điện biên,46.0,,,,,,N,Đ,3.4
104,67483abea2187cd9d8089601,hà nội,23.0,,2.0,4.0,2.0,3.0,N,,4.75
105,67483abea2187cd9d8089602,hà nội,30.0,,,,,,N,,3.6
106,67483abea2187cd9d8089603,hà nội,75.0,10.0,9.0,8.0,8.0,9.0,N,,20.5
107,67483abea2187cd9d8089604,hà nội,62.0,,,9.0,10.0,10.0,N,,14.0
108,67483abea2187cd9d8089605,hà nội,102.0,4.0,6.0,8.0,,,N,,28.0
109,67483abea2187cd9d8089606,hà nội,60.0,5.0,4.0,6.0,,4.0,N,,11.8
110,67483abea2187cd9d8089607,hà nội,75.0,,,,,,N,,16.5
111,67483abea2187cd9d8089608,hà nội,222.0,5.0,9.0,2.0,,,N,,49.7
112,67483abea2187cd9d8089609,hà nội,55.0,8.0,10.0,3.0,3.0,3.0,N,,10.5
113,67483abea2187cd9d808960a,hồ chí minh,170.0,6.0,8.0,,,,N,,35.0
114,67483abea2187cd9d808960b,hồ chí minh,30.0,,6.0,4.0,5.0,4.0,N,B,5.79
115,67483abea2187cd9d808960c,hà nội,48.0,,,3.0,3.0,3.0,N,,3.3
116,67483abea2187cd9d808960d,hồ chí minh,46.0,,4.0,2.0,3.0,4.0,N,B,3.95
117,67483abea2187cd9d808960e,hồ chí minh,125.0,6.0,7.0,,,,N,,45.0
118,67483abea2187cd9d808960f,hồ chí minh,75.0,,5.0,1.0,2.0,2.0,N,N,5.5
119,67483abea2187cd9d8089610,hồ chí minh,65.0,8.0,3.0,,,,N,,9.8
120,67483abea2187cd9d8089611,KXĐ,30.0,,,,,,N,,5.9
121,67483abea2187cd9d8089612,hà nội,126.0,4.0,11.0,2.0,,,N,,33.0
122,67483abea2187cd9d8089613,hồ chí minh,51.0,,4.0,3.0,3.0,3.0,N,ĐB,5.3
123,67483abea2187cd9d8089614,hồ chí minh,58.0,,6.0,4.0,4.0,4.0,N,,9.2
124,67483abea2187cd9d8089615,hà nội,50.0,6.0,4.0,4.0,3.0,4.0,N,,8.8
125,67483abea2187cd9d8089616,hồ chí minh,40.0,,4.0,1.0,2.0,2.0,N,B,4.35
126,67483abea2187cd9d8089617,hà nội,35.0,,4.0,4.0,4.0,3.0,N,,5.83
127,67483abea2187cd9d8089618,hà nội,72.0,4.0,6.0,3.0,,3.0,N,,22.8
128,67483abea2187cd9d8089619,KXĐ,16.0,,,,,,N,,6.08
129,67483abea2187cd9d808961a,hồ chí minh,224.0,,8.0,,,,N,ĐN,15.3
130,67483abea2187cd9d808961b,hồ chí minh,40.0,,,,,,N,,5.1
131,67483abea2187cd9d808961c,hà nội,50.0,5.0,7.0,5.0,4.0,6.0,N,,11.5
132,67483abea2187cd9d808961d,hồ chí minh,62.0,,,,,,N,,4.0
133,67483abea2187cd9d808961e,hồ chí minh,170.0,7.0,4.0,3.0,4.0,4.0,N,N,6.8
134,67483abea2187cd9d808961f,hồ chí minh,200.0,7.0,4.0,4.0,3.0,4.0,N,TB,6.2
135,67483abea2187cd9d8089620,hồ chí minh,200.0,5.0,4.0,4.0,4.0,4.0,N,TN,5.6
136,67483abea2187cd9d8089621,hồ chí minh,200.0,7.0,4.0,4.0,3.0,4.0,N,TB,5.75
137,67483abea2187cd9d8089622,hà nội,48.0,,,,,,N,,8.9
138,67483abea2187cd9d8089623,hà nội,30.0,,,,,,N,,3.6
139,67483abea2187cd9d8089624,hồ chí minh,250.0,12.0,10.0,,,,N,,29.0
140,67483abea2187cd9d8089625,hồ chí minh,70.0,5.0,5.0,,,,N,,9.4
141,67483abea2187cd9d8089626,hồ chí minh,35.0,,4.0,3.0,,3.0,N,,5.9
142,67483abea2187cd9d8089627,thanh hóa,358.0,17.0,5.0,5.0,3.0,3.0,N,T,5.12
143,67483abea2187cd9d8089628,hồ chí minh,50.0,,3.0,2.0,2.0,2.0,N,T,5.2
144,67483abea2187cd9d8089629,KXĐ,64.0,,,,,,N,,4.7
145,67483abea2187cd9d808962a,hồ chí minh,70.0,,,,,,N,,8.9
146,67483abea2187cd9d808962b,hồ chí minh,70.0,,4.0,5.0,,,N,T,10.0
147,67483abea2187cd9d808962c,bình dương,73.0,,,,,,N,,3.35
148,67483abea2187cd9d808962d,hà nội,48.0,,,,,,N,,3.0
149,67483abea2187cd9d808962e,hồ chí minh,56.0,,4.0,3.0,6.0,4.0,N,N,6.8
150,67483abea2187cd9d808962f,hồ chí minh,64.0,,4.0,3.0,6.0,5.0,N,,5.65
151,67483abea2187cd9d8089630,hồ chí minh,68.0,,4.0,2.0,3.0,5.0,N,,5.35
152,67483abea2187cd9d8089631,hồ chí minh,65.0,6.0,4.0,,,,N,,10.5
153,67483abea2187cd9d8089632,hà nội,66.0,5.0,15.0,3.0,,4.0,N,,22.6
154,67483abea2187cd9d8089633,hồ chí minh,72.0,,5.0,3.0,4.0,3.0,N,,9.9
155,67483abea2187cd9d8089634,hồ chí minh,40.0,,4.0,,,3.0,N,,6.4
156,67483abea2187cd9d8089635,hồ chí minh,46.0,,4.0,2.0,,3.0,N,,7.0
157,67483abea2187cd9d8089636,hồ chí minh,80.0,,,,,,N,,13.5
158,67483abea2187cd9d8089637,hồ chí minh,144.0,,,,,,N,,6.38
159,67483abea2187cd9d8089638,hồ chí minh,60.4,,,,,,N,,3.7
160,67483abea2187cd9d8089639,hồ chí minh,35.0,,,,,,N,,1.98
161,67483abea2187cd9d808963a,hà nội,67.0,,,,,,N,,3.45
162,67483abea2187cd9d808963b,hồ chí minh,99.0,,5.0,2.0,4.0,4.0,N,,7.15
163,67483abea2187cd9d808963c,hồ chí minh,40.0,,4.0,1.0,2.0,2.0,N,B,3.95
164,67483abea2187cd9d808963d,hồ chí minh,60.0,,4.0,1.0,2.0,2.0,N,,5.0
165,67483abea2187cd9d808963e,hà nội,42.0,8.0,4.0,4.0,3.0,4.0,N,,11.2
166,67483abea2187cd9d808963f,KXĐ,60.0,,,,,,N,,14.5
167,67483abea2187cd9d8089640,hồ chí minh,130.0,4.0,8.0,2.0,3.0,3.0,N,,6.2
168,67483abea2187cd9d8089641,hà nội,35.0,,5.0,6.0,4.0,4.0,N,,8.35
169,67483abea2187cd9d8089642,hà nội,40.0,,6.0,5.0,4.0,4.0,N,,7.9
170,67483abea2187cd9d8089643,hà nội,118.0,,,,,,N,,12.79
171,67483abea2187cd9d8089644,hồ chí minh,48.0,,3.0,3.0,3.0,,N,,4.4
172,67483abea2187cd9d8089645,hà nội,52.0,5.0,6.0,4.0,3.0,4.0,N,,13.5
173,67483abea2187cd9d8089646,hà nội,36.0,2.0,3.0,5.0,,3.0,N,,5.49
174,67483abea2187cd9d8089647,hồ chí minh,68.0,,5.0,2.0,3.0,2.0,N,TB,6.0
175,67483abea2187cd9d8089648,hà nội,32.0,2.0,3.0,3.0,,2.0,N,,4.49
176,67483abea2187cd9d8089649,đồng nai,100.0,,,,,,N,,2.15
177,67483abea2187cd9d808964a,hồ chí minh,40.0,30.0,4.0,1.0,1.0,2.0,N,ĐN,4.7
178,67483abea2187cd9d808964b,hồ chí minh,29.0,2.0,4.0,3.0,1.0,2.0,N,T,3.59
179,67483abea2187cd9d808964c,hồ chí minh,29.0,4.0,4.0,2.0,2.0,2.0,N,N,4.8
180,67483abea2187cd9d808964d,hồ chí minh,36.0,2.0,3.0,1.0,2.0,2.0,N,N,4.05
181,67483abea2187cd9d808964e,hồ chí minh,39.0,6.0,4.0,2.0,3.0,4.0,N,ĐN,4.85
182,67483abea2187cd9d808964f,hồ chí minh,119.0,,4.0,1.0,1.0,2.0,N,TB,5.7
183,67483abea2187cd9d8089650,hồ chí minh,70.0,4.0,5.0,3.0,,3.0,N,,5.2
184,67483abea2187cd9d8089651,KXĐ,176.0,,,,,,N,,8.0
185,67483abea2187cd9d8089652,hồ chí minh,60.0,,12.0,2.0,3.0,3.0,N,,6.1
186,67483abea2187cd9d8089653,KXĐ,141.0,,,,,,N,,13.5
187,67483abea2187cd9d8089654,KXĐ,53.0,,,,,,N,,7.5
188,67483abea2187cd9d8089655,hồ chí minh,72.0,,,2.0,3.0,4.0,N,,5.7
189,67483abea2187cd9d8089656,long an,575.0,,13.0,1.0,2.0,3.0,N,,4.5
190,67483abea2187cd9d8089657,hồ chí minh,92.0,,5.0,1.0,2.0,3.0,N,,4.7
191,67483abea2187cd9d8089658,hồ chí minh,61.0,,4.0,3.0,6.0,5.0,N,,5.9
192,67483abea2187cd9d8089659,hồ chí minh,130.0,,6.0,2.0,3.0,3.0,N,T,6.7
193,67483abea2187cd9d808965a,hà nội,86.0,5.0,6.0,2.0,,2.0,N,,15.3
194,67483abea2187cd9d808965b,hà nội,52.0,4.0,6.0,4.0,,4.0,N,,13.5
195,67483abea2187cd9d808965c,hà nội,45.0,,,,,,N,,6.66
196,67483abea2187cd9d808965d,hà nội,50.0,,,,,,N,,13.9
197,67483abea2187cd9d808965e,hà nội,108.0,,,,,,N,,28.5
198,67483abea2187cd9d808965f,đà nẵng,45.0,,,3.0,3.0,3.0,N,ĐB,4.1
199,67483abea2187cd9d8089660,hà nội,36.0,,,,,,N,,5.0
200,67483abea2187cd9d8089661,hà nội,67.0,,,,,,N,,3.45
201,67483abea2187cd9d8089662,hồ chí minh,40.0,,4.0,1.0,4.0,3.0,N,B,4.83
202,67483abea2187cd9d8089663,hồ chí minh,42.0,,4.0,3.0,3.0,4.0,N,,5.3
203,67483abea2187cd9d8089664,hồ chí minh,32.0,,4.0,1.0,2.0,2.0,N,,3.45
204,67483abea2187cd9d8089665,hồ chí minh,22.0,,3.0,1.0,2.0,2.0,N,,2.45
205,67483abea2187cd9d8089666,hồ chí minh,48.0,,4.0,1.0,2.0,3.0,N,,4.15
206,67483abea2187cd9d8089667,hồ chí minh,80.0,4.0,8.0,2.0,2.0,5.0,N,,5.85
207,67483abea2187cd9d8089668,đà nẵng,85.0,,5.0,2.0,3.0,3.0,N,TB,5.3
208,67483abea2187cd9d8089669,đà nẵng,85.0,,,2.0,3.0,3.0,N,TB,5.3
209,67483abea2187cd9d808966a,hồ chí minh,64.0,,,,,,N,,3.5
210,67483abea2187cd9d808966b,đồng nai,100.0,,,,2.0,3.0,N,,2.15
211,67483abea2187cd9d808966c,đồng nai,90.0,,8.0,1.0,2.0,3.0,N,,2.45
212,67483abea2187cd9d808966d,đồng nai,90.0,,,,,,N,,2.45
213,67483abea2187cd9d808966e,hà nội,218.0,4.0,13.0,3.0,,,N,,32.0
214,67483abea2187cd9d808966f,bình dương,65.0,9.0,,3.0,4.0,4.0,N,,2.449
215,67483abea2187cd9d8089670,hồ chí minh,79.0,4.0,8.0,2.0,2.0,2.0,N,,5.9
216,67483abea2187cd9d8089671,hà nội,42.0,,,,,,N,,2.98
217,67483abea2187cd9d8089672,hà nội,51.0,,,4.0,,5.0,N,,8.5
218,67483abea2187cd9d8089673,hà nội,29.0,4.0,3.0,2.0,2.0,2.0,N,B,3.4
219,67483abea2187cd9d8089674,hồ chí minh,33.0,6.0,3.0,2.0,2.0,2.0,N,ĐN,4.2
220,67483abea2187cd9d8089675,hồ chí minh,66.0,8.0,4.0,2.0,2.0,3.0,N,ĐN,6.5
221,67483abea2187cd9d8089676,hồ chí minh,49.0,4.0,3.0,2.0,3.0,2.0,N,N,4.35
222,67483abea2187cd9d8089677,hồ chí minh,41.0,,4.0,2.0,4.0,3.0,N,,3.69
223,67483abea2187cd9d8089678,đà nẵng,37.0,,,2.0,,3.0,N,N,2.59
224,67483abea2187cd9d8089679,hà nội,32.0,,,,,,N,,5.0
225,67483abea2187cd9d808967a,hà nội,32.0,,,,,,N,,3.35
226,67483abea2187cd9d808967b,hồ chí minh,132.0,2.0,,2.0,4.0,4.0,N,ĐN,5.0
227,67483abea2187cd9d808967c,đà nẵng,100.0,15.0,5.0,4.0,3.0,4.0,N,ĐB,8.9
228,67483abea2187cd9d808967d,hà nội,125.0,10.0,6.0,10.0,,10.0,N,,35.5
229,67483abea2187cd9d808967e,hồ chí minh,80.0,16.0,5.0,2.0,2.0,2.0,N,,5.2
230,67483abea2187cd9d808967f,đà nẵng,57.0,,,3.0,,4.0,N,N,5.45
231,67483abea2187cd9d8089680,đồng nai,115.0,8.0,5.0,2.0,2.0,3.0,N,,2.35
232,67483abea2187cd9d8089681,hà nội,57.0,,,,,,N,,7.65
233,67483abea2187cd9d8089682,hồ chí minh,45.0,8.0,3.0,2.0,2.0,2.0,N,ĐB,4.75
234,67483abea2187cd9d8089683,hồ chí minh,54.0,6.0,3.0,3.0,3.0,4.0,N,T,6.45
235,67483abea2187cd9d8089684,hồ chí minh,57.0,5.0,5.0,1.0,2.0,2.0,N,T,5.29
236,67483abea2187cd9d8089685,hồ chí minh,45.0,5.0,4.0,2.0,2.0,2.0,N,TB,4.7
237,67483abea2187cd9d8089686,hà nội,106.0,,,,,,N,,69.0
238,67483abea2187cd9d8089687,hà nội,50.0,8.0,4.0,3.0,2.0,3.0,N,,9.8
239,67483abea2187cd9d8089688,hà nội,53.5,,4.0,4.0,3.0,4.0,N,ĐN,12.5
240,67483abea2187cd9d8089689,hà nội,30.0,,,,,,N,,3.4
241,67483abea2187cd9d808968a,hồ chí minh,56.0,,4.0,2.0,3.0,4.0,N,,4.95
242,67483abea2187cd9d808968b,hồ chí minh,39.0,,3.0,,2.0,2.0,N,,3.55
243,67483abea2187cd9d808968c,hồ chí minh,34.8,,3.0,1.0,2.0,2.0,N,,3.65
244,67483abea2187cd9d808968d,hồ chí minh,40.0,,4.0,1.0,2.0,3.0,N,,3.77
245,67483abea2187cd9d808968e,hồ chí minh,32.0,,4.0,1.0,2.0,2.0,N,,3.48
246,67483abea2187cd9d808968f,hồ chí minh,36.0,,4.0,1.0,2.0,2.0,N,,3.58
247,67483abea2187cd9d8089690,hồ chí minh,32.0,,4.0,1.0,1.0,1.0,N,,3.15
248,67483abea2187cd9d8089691,hồ chí minh,68.0,4.0,6.0,3.0,4.0,4.0,N,TB,7.85
249,67483abea2187cd9d8089692,hồ chí minh,105.0,6.0,4.0,,,,N,,13.99
250,67483abea2187cd9d8089693,hồ chí minh,68.0,,4.0,3.0,4.0,4.0,N,ĐB,5.85
251,67483abea2187cd9d8089694,hà nội,63.0,20.0,6.0,3.0,3.0,4.0,N,,6.0
252,67483abea2187cd9d8089695,hà nội,32.0,20.0,3.0,5.0,,3.0,N,TB,5.0
253,67483abea2187cd9d8089696,hà nội,35.0,40.0,3.0,4.0,,3.0,N,,4.6
254,67483abea2187cd9d8089697,hà nội,30.0,,3.0,4.0,3.0,3.0,N,,4.89
255,67483abea2187cd9d8089698,hồ chí minh,69.0,8.0,3.0,2.0,2.0,2.0,N,ĐN,5.4
256,67483abea2187cd9d8089699,hồ chí minh,32.0,5.0,5.0,2.0,2.0,2.0,N,ĐB,3.6
257,67483abea2187cd9d808969a,hồ chí minh,60.0,5.0,3.0,2.0,2.0,3.0,N,B,4.7
258,67483abea2187cd9d808969b,hà nội,55.0,,,,,,N,,8.5
259,67483abea2187cd9d808969c,đồng nai,90.0,8.0,5.0,1.0,2.0,3.0,N,,1.85
260,67483abea2187cd9d808969d,hồ chí minh,30.0,,,,,,N,,6.5
261,67483abea2187cd9d808969e,đồng nai,84.0,8.0,5.0,2.0,2.0,3.0,N,,2.45
262,67483abea2187cd9d808969f,hà nội,57.0,,,,,,N,,3.45
263,67483abea2187cd9d80896a0,hồ chí minh,38.0,,4.0,1.0,2.0,2.0,N,,3.25
264,67483abea2187cd9d80896a1,hồ chí minh,24.0,,4.0,1.0,2.0,2.0,N,,2.68
265,67483abea2187cd9d80896a2,hà nội,50.0,8.0,5.0,6.0,5.0,8.0,N,,12.5
266,67483abea2187cd9d80896a3,đồng nai,128.0,8.0,8.0,2.0,2.0,4.0,N,,2.15
267,67483abea2187cd9d80896a4,hà nội,60.0,,,,,,N,,13.5
268,67483abea2187cd9d80896a5,hồ chí minh,46.0,3.0,5.0,2.0,2.0,2.0,N,,3.5
269,67483abea2187cd9d80896a6,lâm đồng,216.0,3.0,7.0,1.0,1.0,2.0,N,ĐN,2.0
270,67483abea2187cd9d80896a7,đồng nai,100.0,10.0,5.0,2.0,2.0,3.0,N,,1.6
271,67483abea2187cd9d80896a8,hà nội,30.0,,,,,,N,,2.65
272,67483abea2187cd9d80896a9,hồ chí minh,40.0,,4.0,1.0,2.0,2.0,N,,4.15
273,67483abea2187cd9d80896aa,hồ chí minh,48.0,,4.0,,1.0,1.0,N,,4.8
274,67483abea2187cd9d80896ab,hồ chí minh,65.0,,4.0,3.0,5.0,4.0,N,,6.3
275,67483abea2187cd9d80896ac,đà nẵng,42.0,,,,,,N,,6.86
276,67483abea2187cd9d80896ad,hồ chí minh,80.0,,,,,,N,,3.6
277,67483abea2187cd9d80896ae,tiền giang,330.0,,,,,,N,,2.6
278,67483abea2187cd9d80896af,hồ chí minh,27.0,,,,,,N,,5.0
279,67483abea2187cd9d80896b0,hà nội,55.0,8.0,5.0,3.0,2.0,3.0,N,,11.9
280,67483abea2187cd9d80896b1,đà nẵng,160.0,,,,,,N,,6.3
281,67483abea2187cd9d80896b2,hồ chí minh,46.0,,,,,,N,,1.67
282,67483abea2187cd9d80896b3,hồ chí minh,56.0,,4.0,3.0,3.0,4.0,N,T,4.9
283,67483abea2187cd9d80896b4,hồ chí minh,48.0,,4.0,1.0,2.0,2.0,N,,4.65
284,67483abea2187cd9d80896b5,hồ chí minh,60.0,,4.0,1.0,2.0,2.0,N,Đ,3.75
285,67483abea2187cd9d80896b6,hồ chí minh,32.0,,4.0,3.0,3.0,4.0,N,B,3.8
